Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
modArmorPlatingHDDesc,item_modifiers,mod,,,Equip this mod to any armour piece to receive additional physical damage resistance.\n\n[669966]Crafted at Tool Workstation[-],
modArmorHDFittings,item_modifiers,mod,,,HD Fittings Mod,
modArmorHDFittingsDesc,item_modifiers,mod,,,Equip this mod to any armour piece to receive much less movement and stamina penalties from wearing armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorHDInsulatedLiner,item_modifiers,mod,,,HD Insulator Mod,
modArmorHDInsulatedLinerDesc,item_modifiers,mod,,,Equip this mod to any armour piece to receive 10 resistance to cold weather.\n\n[669966]Crafted at Tool Workstation[-],
modArmorHDCoolingMesh,item_modifiers,mod,,,HD Cooling Mesh Mod,
modArmorHDCoolingMeshDesc,item_modifiers,mod,,,Equip this mod to any armour piece to receive 10 resistance to hot weather.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeHDClubBarbedWire,item_modifiers,mod,,,HD Barbed Wire Mod,
modMeleeHDClubBarbedWireDesc,item_modifiers,mod,,,"Equip this mod to any club item to give the item 35% chance to cause bleed damage, 55% chance for power attacks.\n\n[669966]Crafted at Tool Workstation[-]",
modHDMeleeClubMetalChain,item_modifiers,mod,,,HD Metal Chain Mod,
modHDMeleeClubMetalChainDesc,item_modifiers,mod,,,Equip this mod to any club to give the item 20% chance to be knocked down.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeErgonomicGrip,item_modifiers,mod,,,HD Ergonomic Grip Mod,
modHDMeleeErgonomicGripDesc,item_modifiers,mod,,,Equip this mod to a melee item to reduce stamina usage by 20% and 20% increased weapon handling for bows.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeSerratedBlade,item_modifiers,mod,,,HD Serrated Blade Mod,
modHDMeleeSerratedBladeDesc,item_modifiers,mod,,,Equip this mod to blade type item to give that item a 20% chance to cause bleeding damage.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeTemperedBlade,item_modifiers,mod,,,HD Tempered Blade Mod,
modHDMeleeTemperedBladeDesc,item_modifiers,mod,,,Equip this mod to a melee type item to give that item a 20% bonus block damage and 30% reduced degradation.\n\n[669966]Crafted at Tool Workstation[-],
modHDGunShotgunTubeExtenderMagazine,item_modifiers,mod,,,HD Shotgun Tube Extender Mod,
modHDGunShotgunTubeExtenderMagazineDesc,item_modifiers,mod,,,Equip this mod to a pump shotgun to increase the magazine capacity by 6.\n\n[669966]Crafted at Tool Workstation[-],
modHDGunDrumMagazineExtender,item_modifiers,mod,,,HD Drum Magazine Mod,
modHDGunDrumMagazineExtenderDesc,item_modifiers,mod,,,Equip this mod to machine guns to double its magazine capacity with no reload penalty.\n\n[669966]Crafted at Tool Workstation[-],
modHDGunMagazineExtender,item_modifiers,mod,,,HD Magazine Extender Mod,
modHDGunMagazineExtenderDesc,item_modifiers,mod,,,Equip this mod to a gun to increase its magazine capacity by 75%.\n\n[669966]Crafted at Tool Workstation[-],
modHDGunBarrelExtender,item_modifiers,mod,,,HD Barrel Extender Mod,
modHDGunBarrelExtenderDesc,item_modifiers,mod,,,"Equip this mod to increase damage, range and aimed accuracy but makes weapon slightly more unwieldy when fired from hip.\n\n[669966]Crafted at Tool Workstation[-]",
modMeleeHandleSelfPropelled,item_modifiers,mod,,,Self Propelled Handle Mod,
modMeleeHandleSelfPropelledDesc,item_modifiers,mod,,,Equip this mod to increase attacks per minute on the item by 20%.\n\n[669966]Crafted at Tool Workstation[-],
modMuscipSlayer,item_modifiers,mod,,,Muscip Slayer Mod,
modMuscipSlayerDesc,item_modifiers,mod,,,Equip this mod to a chainsaw and have 100% increased damage to entities but with 75% decreased block damage.\n\n[669966]Crafted at Tool Workstation[-],
modBrushlessMotor,item_modifiers,mod,,,Brushless Motor Mod,
modBrushlessMotorDesc,item_modifiers,mod,,,Equip this mod to a auger or a chainsaw to decrease the sound the tool will make.  Also causes less of a heat score.\n\n[669966]Crafted at Tool Workstation[-],
modMotherLode,item_modifiers,mod,,,Mother Lode Mod,
modMotherLodeDesc,item_modifiers,mod,,,Equip this mod to a melee tool to increase the yield of resources gained.\n\n[669966]Crafted at Tool Workstation[-],
modBonusExp,item_modifiers,mod,,,Bonus XP Mod,
modBonusExpDesc,item_modifiers,mod,,,Equip this mod to a melee tool to increase the amount of experience gained when mining/gathering resources.\n\n[669966]Crafted at Tool Workstation[-],
modTurboSingle,item_modifiers,mod,,,Single Turbo Mod,
modTurboSingleDesc,item_modifiers,mod,,,Equip this mod to a vehicle to give it a 150% increase to power.  Making it faster!\n\n[669966]Crafted at Tool Workstation[-],
modTurboTwin,item_modifiers,mod,,,Twin Turbo Mod,
modTurboTwinDesc,item_modifiers,mod,,,Equip this mod to a vehicle to give it a 250% increase to power.  Making it even faster!\n\n[669966]Crafted at Tool Workstation[-],
modTuneupMinor,item_modifiers,mod,,,Minor Tuneup Mod,
modTuneupMinorDesc,item_modifiers,mod,,,Equip this mod to a vehicle to reduce the fuel consumption by 25%.\n\n[669966]Crafted at Tool Workstation[-],
modTuneupMajor,item_modifiers,mod,,,Major Tuneup Mod,
modTuneupMajorDesc,item_modifiers,mod,,,Equip this mod to a vehicle to reduce the fuel consumption by 50%.\n\n[669966]Crafted at Tool Workstation[-],
modBumperSpikesSteel,item_modifiers,mod,,,Steel Bumper Spikes Mod,
modBumperSpikesSteelDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase its block and entity damage by 500%.\n\n[669966]Crafted at Tool Workstation[-],
modBumperSpikesTungsten,item_modifiers,mod,,,Tungsten Bumper Spikes Mod,
modBumperSpikesTungstenDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase its block and entity damage by 750%\n\n[669966]Crafted at Tool Workstation[-],
modRollBarSteel,item_modifiers,mod,,,Steel Roll Bars Mod,
modRollBarSteelDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase the armour by 100%.\n\n[669966]Crafted at Tool Workstation[-],
modRollBarTungsten,item_modifiers,mod,,,Tungsten Roll Bars Mod,
modRollBarTungstenDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase the armour by 200%.\n\n[669966]Crafted at Tool Workstation[-],
modLightsHID,item_modifiers,mod,,,HID Lights Mod,
modLightsHIDDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase its headlights light by 200%.\n\n[669966]Crafted at Tool Workstation[-],
modLightsLED,item_modifiers,mod,,,LED Lights Mod,
modLightsLEDDesc,item_modifiers,mod,,,Equip this mod to a vehicle to increase its headlights light by 300%.\n\n[669966]Crafted at Tool Workstation[-],
modArmorHelmetLightHD,item_modifiers,mod,,,HD Helmet Light Mod,
modArmorHelmetLightHDDesc,item_modifiers,mod,,,A HD Helmet Light Mod that is extremely bright and lights up a fair distance.\n\n[669966]Crafted at Tool Workstation[-],
modCandyCaneClub,item_modifiers,mod,,,Candy Cane Club Skin,
modCandyCaneClubDesc,item_modifiers,mod,,,Equip this skin to a club to change its appearance to look like a candy cane club.\n\n[669966]Crafted at Tool Workstation[-],
modCandyCaneKnife,item_modifiers,mod,,,Candy Cane Knife Skin,
modCandyCaneKnifeDesc,item_modifiers,mod,,,Equip this skin to a knife to change its appearance to look like a candy cane knife.\n\n[669966]Crafted at Tool Workstation[-],
modArmorCowboyBoots,item_modifiers,mod,,,Cowboy Boot Mod,
modArmorCowboyBootsDesc,item_modifiers,mod,,,"This cowboy boot modification makes any armor look like cowboy boots, and offers insulation against the elements.",
modArmorRadiationProtection,item_modifiers,mod,,,Radiation Protection,
modArmorRadiationProtectionDesc,item_modifiers,mod,,,This mod can be attached to armor that will grant you protection against radiation.  For maximum protection you need to have at least 5 installed.\n\n[669966]Crafted at Tool Workstation[-],
modArmorRadiationProtectionHead,item_modifiers,mod,,,Radiation Protection (Helmet),
modArmorRadiationProtectionHeadDesc,item_modifiers,mod,,,This mod can be attached to a helmet armour piece that will grant you protection against radiation.  Wearing a full set of armour with radiation protection mods installed will give you full protection against radiation.
modArmorRadiationProtectionChest,item_modifiers,mod,,,Radiation Protection (Outfit),
modArmorRadiationProtectionChestDesc,item_modifiers,mod,,,This mod can be attached to a outfit armour piece that will grant you protection against radiation.  Wearing a full set of armour with radiation protection mods installed will give you full protection against radiation.
modArmorRadiationProtectionHands,item_modifiers,mod,,,Radiation Protection (Gloves),
modArmorRadiationProtectionHandsDesc,item_modifiers,mod,,,This mod can be attached to a gloves armour piece that will grant you protection against radiation.  Wearing a full set of armour with radiation protection mods installed will give you full protection against radiation.
modArmorRadiationProtectionFeet,item_modifiers,mod,,,Radiation Protection (Feet),
modArmorRadiationProtectionFeetDesc,item_modifiers,mod,,,This mod can be attached to a feet armour piece that will grant you protection against radiation.  Wearing a full set of armour with radiation protection mods installed will give you full protection against radiation.
LMGBeltBag,item_modifiers,mod,,,LMG Belt Bag,
LMGBeltBagDesc,item_modifiers,mod,,,Advanced LMG belt-feeder attached to weapons and worn on your back allows extended firing with various support mechanics. Heavy weight reduces jump height and mobility.\n\n[669966]Crafted at Workbench[-],


questFoodSupplies,item_modifiers,mod,,,Food Supplies,
questDrinkSupplies,item_modifiers,mod,,,Drink Supplies,

modDyeWhite1,item_modifiers,mod,,,Dye: White,
modDyeOrange,item_modifiers,mod,,,Dye: Orange,
modDyeBeige,item_modifiers,mod,,,Dye: Beige,
modDyeBurgundy,item_modifiers,mod,,,Dye: Burgundy,
modDyeNavyBlue,item_modifiers,mod,,,Dye: Navy Blue,
modDyeForestGreen,item_modifiers,mod,,,Dye: Forest Green,
modDyeTurquoise,item_modifiers,mod,,,Dye: Turquoise,
modClothingCLBAmmo,item_modifiers,mod,,,Mag Loot Bonus: Ammo,
modClothingCLBDesc,item_modifiers,mod,,,"Equip mod to any pair of gloves to increase magazine loot probability.  Gloves can have more than 1 of these mods equipped at a time, either the same or different ones.  Note that the 2nd mod has to be manually slotted into mod slot of gloves.",
modClothingCLBConstruction,item_modifiers,mod,,,Mag Loot Bonus: Construction,
modClothingCLBResources,item_modifiers,mod,,,Mag Loot Bonus: Resources,
modClothingCLBHarvestingTools,item_modifiers,mod,,,Mag Loot Bonus: Harvesting Tools,
modClothingCLBRepairTools,item_modifiers,mod,,,Mag Loot Bonus: Repair Tools,
modClothingCLBSalvageTools,item_modifiers,mod,,,Mag Loot Bonus: Salvage Tools,
modClothingCLBKnuckles,item_modifiers,mod,,,Mag Loot Bonus: Knuckles,
modClothingCLBBlades,item_modifiers,mod,,,Mag Loot Bonus: Blades,
modClothingCLBClubs,item_modifiers,mod,,,Mag Loot Bonus: Clubs,
modClothingCLBSledgehammers,item_modifiers,mod,,,Mag Loot Bonus: Sledgehammers,
modClothingCLBBows,item_modifiers,mod,,,Mag Loot Bonus: Bows,
modClothingCLBSpears,item_modifiers,mod,,,Mag Loot Bonus: Spears,
modClothingCLBHandguns,item_modifiers,mod,,,Mag Loot Bonus: Handguns,
modClothingCLBShotguns,item_modifiers,mod,,,Mag Loot Bonus: Shotguns,
modClothingCLBRifles,item_modifiers,mod,,,Mag Loot Bonus: Rifles,
modClothingCLBMachineGuns,item_modifiers,mod,,,Mag Loot Bonus: Machine Guns,
modClothingCLBExplosives,item_modifiers,mod,,,Mag Loot Bonus: Explosives,
modClothingCLBRobotics,item_modifiers,mod,,,Mag Loot Bonus: Robotics,
modClothingCLBArmor,item_modifiers,mod,,,Mag Loot Bonus: Armor,
modClothingCLBMedical,item_modifiers,mod,,,Mag Loot Bonus: Medical,
modClothingCLBFood,item_modifiers,mod,,,Mag Loot Bonus: Food,
modClothingCLBFarming,item_modifiers,mod,,,Mag Loot Bonus: Farming,
modClothingCLBElectrician,item_modifiers,mod,,,Mag Loot Bonus: Electrician,
modClothingCLBTraps,item_modifiers,mod,,,Mag Loot Bonus: Traps,
modClothingCLBWorkstations,item_modifiers,mod,,,Mag Loot Bonus: Workstations,
modClothingCLBVehicles,item_modifiers,mod,,,Mag Loot Bonus: Vehicles,

adminQuestTradesmanClass,items,Item,,,Admin: Tradesman Class,
adminQuestTradesmanClassMaster,items,Item,,,Admin: Tradseman Master,
adminQuestSoldierClass,items,Item,,,Admin: Soldier Class,
adminQuestSoldierClassMaster,items,Item,,,Admin: Soldier Class Master,
adminQuestSurvivalistClass,items,Item,,,Admin: Survivalist Class,
adminQuestSurvivalistClassMaster,items,Item,,,Admin: Survivalist Class Master,
adminQuestCovertClass,items,Item,,,Admin: Covert Class,
adminQuestCovertClassMaster,items,Item,,,Admin: Covert Class Master,
adminQuestTechnicianClass,items,Item,,,Admin: Technician Class,
adminQuestTechnicianClassMaster,items,Item,,,Admin: Technician Class Master,
adminQuestPaperDesc,items,Item,,,Admin related paper to regive said quest.,
adminQuestMasterPaperDesc,items,Item,,,Admin related paper to give the perk for said class.  Thus unlocking the class perks.,
adminQuestIntroQuestplusCrate,items,Item,,,Admin: Intro Quest & Crate,
adminQuestIntroQuestplusCrateDesc,items,Item,,,Admin tool that will give user the starter crate and quest to start the intro quest,
adminQuestIntroQuest,items,Item,,,Admin: Intro Quest,
adminQuestExperience5000,items,Item,,,Admin: Exp Points (5000),
adminQuestExperience10000,items,Item,,,Admin: Exp Points (10 000),
adminQuestExperience20000,items,Item,,,Admin: Exp Points (20 000),
adminQuestExperience25000,items,Item,,,Admin: Exp Points (25 000),
adminQuestExperience50000,items,Item,,,Admin: Exp Points (50 000),
adminQuestExperience75000,items,Item,,,Admin: Exp Points (75 000),
adminQuestExperience100000,items,Item,,,Admin: Exp Points (100 000),
adminQuestPlayer1,items,Item,,,Admin: Player Level (1),
adminQuestPlayer5,items,Item,,,Admin: Player Level (5),
adminQuestPlayer10,items,Item,,,Admin: Player Level (10),
adminQuestPlayer25,items,Item,,,Admin: Player Level (25),
adminQuestSkillPoints1,items,Item,,,Admin: Skill Points (1),
adminQuestSkillPoints2,items,Item,,,Admin: Skill Points (2),
adminQuestSkillPoints5,items,Item,,,Admin: Skill Points (5),
adminQuestSkillPoints10,items,Item,,,Admin: Skill Points (10),
adminQuestSkillPoints20,items,Item,,,Admin: Skill Points (20),
adminQuestExperienceDesc,items,Item,,,Admin related paper to give said amount of experience.,
adminQuestPlayerLevelDesc,items,Item,,,Admin related paper to give said amount of player levels.,
adminQuestSkillPointsDesc,items,Item,,,Admin related paper to give said amount of skill points.,
resetQuestDesc,items,Item,,,You have reset your character progression and now must redo your class quests.,
resetQuestSurvivalistClass1,items,Item,,,Survivalist Class Start,
resetQuestSoldierClass1,items,Item,,,Soldier Class Start,
resetQuestTradesmanClass1,items,Item,,,Tradesman Class Start,
resetQuestTechnicianClass1,items,Item,,,Technician Class Start,
resetQuestCovertClass1,items,Item,,,Covert Class Start,
resourceElectronicPartsDesc,items,Item,,,"Scrap electronic components that might aid in crafting select electrical devices like lights, tvs and more...",
armorLeatherGroupDesc,items,Clothes,,,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Repair Kit.\nScrap to leather.\n\n[669966]Crafted at Workbench[-],
armorHunterHelmet,items,Clothes,,,Hunter Helmet,
armorHunterHelmetDesc,items,Clothes,,,Medium Armor\nRun farther and stay in the fight longer. Increases max stamina.\n\nFull Set Bonus: Reload faster with Handguns and Rifles.,
armorHunterGloves,items,Clothes,,,Hunter Gloves,
armorHunterGlovesDesc,items,Clothes,,,Medium Armor\nKill varmints with enhanced grip and precision. Increases rifle and revolver damage. \n\nFull Set Bonus: Reload faster with Handguns and Rifles.,
armorHunterOutfit,items,Clothes,,,Hunter Outfit,
armorHunterOutfitDesc,items,Clothes,,,Medium Armor\nA rugged leather duster that keeps you in the fight longer. Increases max health.\n\nFull Set Bonus: Reload faster with Handguns and Rifles.,
armorHunterBoots,items,Clothes,,,Hunter Boots,
armorHunterBootsDesc,items,Clothes,,,Medium Armor\nAn old pair of comfortable boots already broken in to help run faster. Increases run speed.\n\nFull Set Bonus: Reload faster with Handguns and Rifles.,
LMGBeltBagSchematic,items,Item,,,LMG Belt Bag Schematic,
